 LINE ID,naics2002,2002 NAICS US TITLE,isic,ISIC 3.1 TITLE,NOTES
704,327123,Other Structural Clay Product Manufacturing,2693,Manufacture of structural non-refractory clay and ceramic products,"clay roofing tiles, chimney liners, architectural terra-cotta products, pipes, pipe fittings, and drain tiles"
705,327123,Other Structural Clay Product Manufacturing,2695,"Manufacture of articles of concrete, cement and plaster",adobe bricks and similar articles of fibre cement 
706,327124,Clay Refractory Manufacturing,2692,Manufacture of refractory ceramic products,"clay refractory products, such as bricks, tiles, mortars, crucibles, and similar"
707,327125,Nonclay Refractory Manufacturing,2692,Manufacture of refractory ceramic products,"nonclay refractors, such as bricks, tiles, mortars, crucibles, and similar"
708,327211,Flat Glass Manufacturing,2610,Manufacture of glass and glass products,"manufacturing flat glass, or stained glass and stained glass products in glass making plants (melting silica sand or cullet), glassmaking plant output that is also shaped or processed in the same facility"
711,327212,Other Pressed and Blown Glass and Glassware Manufacturing,2610,Manufacture of glass and glass products,"drinking glasses & other domestic glass or crystal articles, or other glass, including technical glass made in glass making plants (melting silica sand or cullet), glass fibers made in glass making plants,"
714,327213,Glass Container Manufacturing,2610,Manufacture of glass and glass products,"bottles, jars, and other glass containers"
715,327215,Glass Product Manufacturing Made of Purchased Glass,2610,Manufacture of glass and glass products,"shaping and processing purchased flat glass, drinking glasses and other domestic glass or crystal articles made from purchased glass, glass fibers made from purchased glass, other glass, including technical glass made from purchased glass"
719,327310,Cement Manufacturing,2694,"Manufacture of cement, lime and plaster","manufacturing natural, portland, and similar cement"
720,327320,Ready-Mix Concrete Manufacturing,2695,"Manufacture of articles of concrete, cement and plaster","ready-mix concrete, including temporary batch plants"
721,327331,Concrete Block and Brick Manufacturing,2695,"Manufacture of articles of concrete, cement and plaster",concrete brick and block
722,327332,Concrete Pipe Manufacturing,2695,"Manufacture of articles of concrete, cement and plaster",concrete pipe
723,327390,Other Concrete Product Manufacturing,2695,"Manufacture of articles of concrete, cement and plaster","precast and prestressed concrete products for construction purposes, such as girders, beams, concrete curtain wall, and similar, other articles of concrete, such as statuary, pots, planters, furniture, etc."
725,327410,Lime Manufacturing,2694,"Manufacture of cement, lime and plaster","lime, quick lime and similar, including dead burned or calcined dolomite"
726,327420,Gypsum Product Manufacturing,2694,"Manufacture of cement, lime and plaster",manufacturing gypsum plaster
727,327420,Gypsum Product Manufacturing,2695,"Manufacture of articles of concrete, cement and plaster","plaster products for construction, such as wall-board, panels, architectural & ornamental articles for construction, other plaster articles, such as statuary, etc., (does not include bas/haut-relief items of an architectural or construction application)"
729,327910,Abrasive Product Manufacturing,2699,Manufacture of other non-metallic mineral products n.e.c.,"abrasive products, including sandpaper"
730,327991,Cut Stone and Cut Stone Product Manufacturing,2696,"Cutting, shaping and finishing of stone","cutting, shaping, and finishing granite, marble, limestone, slate, and other stone for building and miscellaneous uses. Establishments may mine or quarry the stone and further process at the same location."
731,327992,Ground or Treated Mineral and Earth Manufacturing,2699,Manufacture of other non-metallic mineral products n.e.c.,"ground or treated beyond beneficiation minerals and earths (including clays, ceramic and refractory minerals)"
732,327993,Mineral Wool Manufacturing,2610,Manufacture of glass and glass products,fiberglass insulation products
733,327993,Mineral Wool Manufacturing,2699,Manufacture of other non-metallic mineral products n.e.c.,mineral wool and products (except glass fiber and wool products)
735,327999,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing,2695,"Manufacture of articles of concrete, cement and plaster","stucco and stucco products, dry mix mortar and dry mix concrete, asbestos cement products, articles of synthetic stone, such as statuary, pots, and similar"
734,327999,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing,2699,Manufacture of other non-metallic mineral products n.e.c.,"synthetic gem stones for industrial use, peat pots, molded peat products, and mica products"
740,327999,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing,3691,Manufacture of jewellery and related articles,manufacturing and working but not setting synthetic precious or semiprecious stones for jewelry uses
741,331111,Iron and Steel Mills,2710,Manufacture of basic iron and steel,"iron, steel, steel or iron powder, paste, flake, etc., steel wire, steel tube and fittings, made in steel mills and continuous cast semifinished shapes made in steel mills, cast iron tubes and fittings made in iron and steel mills"
745,331112,Electrometallurgical Ferroalloy Product Manufacturing,2710,Manufacture of basic iron and steel,"ferroalloys and additive elements for alloying steel, high carbon ferro-manganese and spiegeleisen"
745.1,331112,Electrometallurgical Ferroalloy Product Manufacturing,2720,Manufacture of basic precious and non-ferrous metals,high purity additive elements with little or no iron content used in steel production
746,331210,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,2710,Manufacture of basic iron and steel,"cast iron tubes made from purchased iron, steel tube made from purchased steel"
748,331221,Rolled Steel Shape Manufacturing,2710,Manufacture of basic iron and steel,"hot rolling of purchased steel, cold rolling purchased steel for basic shapes, such as rod, bar, plate, and sheet; steel or iron powder, paste, flake, etc., made from purchased steel, and semifinished steel shapes made from purchased steel, cold drawing s"
752,331222,Steel Wire Drawing,2710,Manufacture of basic iron and steel,drawing steel wire from purchased steel
753,331222,Steel Wire Drawing,2899,Manufacture of other fabricated metal products n.e.c.,"steel wire and wire products made in drawing plants, steel chain made in wire drawing plants"
755,331222,Steel Wire Drawing,3130,Manufacture of insulated wire and cable,"insulated steel cable capable of being used as a conductor, made in steel wire drawing plants"
756,331222,Steel Wire Drawing,3599,Manufacture of other transport equipment n.e.c.,shopping carts made in wire drawing plants
757,331311,Alumina Refining,2720,Manufacture of basic precious and non-ferrous metals,production of alumina generally from bauxite
758,331312,Primary Aluminum Production,2720,Manufacture of basic precious and non-ferrous metals,production of aluminum from alumina
759,331314,Secondary Smelting and Alloying of Aluminum,2720,Manufacture of basic precious and non-ferrous metals,"production of aluminum from scrap, alloying aluminum, production of aluminum powder, paste, or flake from purchased aluminum"
760,331315,"Aluminum Sheet, Plate, and Foil Manufacturing",2720,Manufacture of basic precious and non-ferrous metals,"flat rolling or continuous casting of purchased aluminum, recovery of aluminum from scrap and flat rolling or continuous casting"
761,331316,Aluminum Extruded Product Manufacturing,2720,Manufacture of basic precious and non-ferrous metals,extruding purchased aluminum or secondary production and extrusion of aluminum
762,331319,Other Aluminum Rolling and Drawing,2720,Manufacture of basic precious and non-ferrous metals,"other rolling or drawing of purchased aluminum, including wire drawing, other secondary production and rolling and drawing"
763,331319,Other Aluminum Rolling and Drawing,2899,Manufacture of other fabricated metal products n.e.c.,aluminum wire products made in drawing plants
764,331319,Other Aluminum Rolling and Drawing,3130,Manufacture of insulated wire and cable,"insulated aluminum wire capable of being used as a conductor, made in wire drawing plants"
765,331411,Primary Smelting and Refining of Copper,2720,Manufacture of basic precious and non-ferrous metals,primary production of copper
766,331419,Primary Smelting and Refining of Nonferrous Metal (except Copper and Aluminum),2330,Processing of nuclear fuel,"uranium smelting and refining, primary"
767,331419,Primary Smelting and Refining of Nonferrous Metal (except Copper and Aluminum),2720,Manufacture of basic precious and non-ferrous metals,"primary refining of silver, gold, platinum, and other precious metals, and cladding base metals in primary smelting facilities, primary smelting and refining of zinc, tin, and lead, primary smelting and refining or other nonferrous metals (except precious, copper, aluminum, lead, zinc, and tin)"
770,331421,"Copper Rolling, Drawing, and Extruding",2720,Manufacture of basic precious and non-ferrous metals,"rolling, drawing, extruding purchased copper or secondary production of copper and rolling, drawing, and extruding in integrated mills (including bronze)"
771,331421,"Copper Rolling, Drawing, and Extruding",2899,Manufacture of other fabricated metal products n.e.c.,copper mechanical wire products made in drawing mills
772,331422,Copper Wire (except Mechanical) Drawing,2720,Manufacture of basic precious and non-ferrous metals,drawing copper wire from purchased wire
773,331422,Copper Wire (except Mechanical) Drawing,2899,Manufacture of other fabricated metal products n.e.c.,"copper wire products, such as wire mesh made in drawing mills"
774,331422,Copper Wire (except Mechanical) Drawing,3130,Manufacture of insulated wire and cable,insulated copper wire made in integrated secondary smelting and drawing plants or made from purchased copper in drawing plants
